,artists,years of career,song count
28553,"Johann Strauss I', 'Leonard Bernstein', 'New York Philharmonic",1,1
28554,"Johann Strauss I', 'Gustavo Dudamel', 'Wiener Philharmoniker",1,2
28555,"Johann Strauss I', 'Georges Prêtre', 'Wiener Philharmoniker",1,4
28556,"Johann Strauss I', 'Franz Welser-Möst', 'Wiener Philharmoniker",1,2
28557,"Johann Sebastian Bach', 'Pierre Fournier",1,36
28558,"Johann Sebastian Bach', 'Philadelphia Orchestra', 'Eugene Ormandy",1,1
28559,"Johann Strauss II', 'Hilde Gueden', 'Anton Dermota', 'Julius Patzak', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28560,"Johann Sebastian Bach', 'Karl Erb', 'Willem Ravelli', 'Concertgebouworkest', 'Willem Mengelberg",1,3
28561,"Johann Sebastian Bach', 'Karl Erb', 'Herman Schey', 'Amsterdam Toonkunst Choir', 'Concertgebouworkest', 'Willem Mengelberg",1,1
28562,"Johann Sebastian Bach', 'Karl Erb', 'Concertgebouworkest', 'Willem Mengelberg",1,5
28563,"Johann Sebastian Bach', 'Kammerorchester Berlin', 'Helmut Koch",1,4
28564,"Johann Sebastian Bach', 'Julian Bream",1,1
28565,"Johann Sebastian Bach', 'Jo Vincent', 'Ilona Durigo', 'Louis van Tulder', 'Herman Schey', 'Amsterdam Toonkunst Choir', 'Concertgebouworkest', 'Willem Mengelberg",1,1
28566,"Johann Sebastian Bach', 'Jo Vincent', 'Concertgebouworkest', 'Willem Mengelberg",1,2
28567,"Johann Sebastian Bach', 'Jean-Pierre Rampal",1,1
28568,"Johann Sebastian Bach', 'Jean-Pierre Rampal', 'Milan Munclinger', 'Ars Rediviva Orchestra Of Prague",1,1
28569,"Johann Sebastian Bach', 'Jascha Heifetz', 'Erick Friedman', 'Thornton Lofthouse', 'The New Symphony Orchestra Of London', 'Sir Malcolm Sargent",1,3
28570,"Johann Sebastian Bach', 'Jascha Heifetz', 'Alfred Wallenstein",1,1
28571,"Johann Sebastian Bach', 'James Galway",1,1
28572,"Johann Sebastian Bach', 'Itzhak Perlman",1,2
28573,"Johann Sebastian Bach', 'Isaac Stern', 'Pablo Casals', 'Prades Festival Orchestra",1,1
28574,"Johann Sebastian Bach', 'Isaac Stern', 'London Symphony Orchestra",1,1
28575,"Johann Sebastian Bach', 'Isaac Stern', 'Eugene Ormandy', 'Philadelphia Orchestra",1,3
28576,"Johann Sebastian Bach', 'Irena Grafenauer', 'Maria Graf', 'David Geringas",1,1
28577,"Johann Sebastian Bach', 'Ingrid Kertesi', 'Jozsef Mukk', 'Judit Nemeth', 'Istvan Gati', 'Hungarian Radio Chorus', 'Budapest Failoni Chamber Orchestra', 'Matyas Antal",1,1
28578,"Johann Sebastian Bach', 'Ilona Durigo', 'Concertgebouworkest', 'Willem Mengelberg",1,1
28579,"Johann Sebastian Bach', 'Igor Stravinsky",1,2
28580,"Johann Sebastian Bach', 'Igor Stravinsky', 'CBC Symphony Orchestra",1,9
28581,"Johann Sebastian Bach', 'Herman Schey', 'Concertgebouworkest', 'Willem Mengelberg",1,1
28582,"Johann Sebastian Bach', 'Helmut Krebs', 'Walter Hauck', 'RIAS Kammerorchester', 'Karl Ristenpart",1,1
28583,"Johann Sebastian Bach', 'Helmut Krebs', 'RIAS Kammerorchester', 'Karl Ristenpart",1,2
28584,"Johann Sebastian Bach', 'Heinrich Schiff",1,1
28585,"Johann Sebastian Bach', 'Hartmut Haenchen', 'Kammerorchester ""Carl Philipp Emanuel Bach""",1,1
28586,"Johann Sebastian Bach', 'Göran Söllscher",1,1
28587,"Johann Sebastian Bach', 'Glenn Gould', 'Toronto Symphony Orchestra', 'Ernest Macmillan",1,3
28588,"Johann Sebastian Bach', 'Karl Erb', 'Herman Schey', 'Concertgebouworkest', 'Willem Mengelberg",1,1
28589,"Johann Sebastian Bach', 'Karl Erb', 'Willem Ravelli', 'Herman Schey', 'Amsterdam Toonkunst Choir', 'Concertgebouworkest', 'Willem Mengelberg",1,1
28590,"Johann Sebastian Bach', 'Petri Alanko', 'Jukka Rautasalo",1,1
28591,"Johann Sebastian Bach', 'Karl Erb', 'Willem Ravelli', 'Herman Schey', 'Concertgebouworkest', 'Willem Mengelberg",1,1
28592,"Johann Sebastian Bach', 'Petri Alanko', 'Jukka Rautasalo', 'Anssi Mattila",1,1
28593,"Johann Sebastian Bach', 'Peter Schreier', 'Münchener Bach-Orchester', 'Karl Richter",1,1
28594,"Johann Sebastian Bach', 'Paul Galbraith",1,1
28595,"Johann Sebastian Bach', 'Paul Baumgartner', 'Pablo Casals",1,2
28596,"Johann Sebastian Bach', 'Pablo Casals', 'Prades Festival Orchestra', 'John Wummer', 'Bernard Goldberg",1,1
28597,"Johann Sebastian Bach', 'Otto Klemperer', 'Philharmonia Orchestra",1,1
28598,"Johann Sebastian Bach', 'Oscar Levant",1,5
28599,"Johann Sebastian Bach', 'New York Pro Musica Antiqua', 'The Primavera Singers",1,1
28600,"Johann Sebastian Bach', 'Márta Kurtág', 'György Kurtág",1,1
28601,"Johann Sebastian Bach', 'Musica Antiqua Köln', 'Reinhard Goebel",1,1
28602,"Johann Sebastian Bach', 'Murray Perahia', 'Academy of St. Martin in the Fields",1,1
28603,"Johann Sebastian Bach', 'Mormon Tabernacle Choir",1,1
28604,"Johann Sebastian Bach', 'Mormon Tabernacle Choir', 'Philadelphia Orchestra', 'Eugene Ormandy",1,1
28605,"Johann Sebastian Bach', 'Mormon Tabernacle Choir', 'Eugene Ormandy', 'Philadelphia Orchestra",1,2
28606,"Johann Sebastian Bach', 'Monica Huggett', 'Orchestra of the Age of Enlightenment",1,6
28607,"Johann Sebastian Bach', 'Mischa Maisky",1,1
28608,"Johann Sebastian Bach', 'Mischa Maisky', 'Martha Argerich",1,1
28609,"Johann Sebastian Bach', 'Miguel Llobet Solés', 'María Luisa Anido",1,3
28610,"Johann Sebastian Bach', 'Maurice Gendron",1,1
28611,"Johann Sebastian Bach', 'Mass Text', 'Veronika Winter', 'Johanna Koslowsky', 'Kai Wessel', 'Markus Brutscher', 'Hans-Georg Wimmer', 'Stephan Schreckenberger', 'Rheinische Kantorei', 'Kleine Konzert, Das', 'Hermann Max",1,1
28612,"Johann Sebastian Bach', 'Mark Bennett', 'Rachel Beckett', 'Paul Goodwin', 'Monica Huggett', 'Orchestra of the Age of Enlightenment",1,3
28613,"Johann Sebastian Bach', 'Marian Anderson', 'Robert Shaw', 'Victor Sinfonietta",1,1
28614,"Johann Sebastian Bach', 'Louis van Tulder', 'Amsterdam Toonkunst Choir', 'Concertgebouworkest', 'Willem Mengelberg",1,1
28615,"Johann Sebastian Bach', 'Leontyne Price', 'Wiener Singverein', 'Wiener Grosstadtkinderchor', 'Wiener Philharmoniker', 'Herbert von Karajan",1,1
28616,"Johann Sebastian Bach', 'Leon Fleisher",1,1
28617,"Johann Sebastian Bach', 'Kolja Blacher', 'Kolner Kammerorchester', 'Helmut Muller-Bruhl",1,1
28618,"Johann Sebastian Bach', 'Klaus-Peter Hahn",1,1
28619,"Johann Strauss II', 'Herbert von Karajan', 'Philharmonia Orchestra",1,4
28620,"Johann Strauss II', 'Hilde Gueden', 'Anton Dermota', 'Kurt Preger', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28621,John D. Loudermilk,1,1
28622,John & Beverley Martyn,1,1
28623,Johannes Linstead,1,1
28624,"Johannes Jansson', 'Norrbotten NEO', 'Petter Sundkvist",1,1
28625,Johannes Heesters,1,1
28626,"Johannes Heesters', 'Orchestra",1,2
28627,Johannes Dale,1,1
28628,"Johannes Brahms', 'Yo-Yo Ma",1,1
28629,"Johannes Brahms', 'Yehudi Menuhin",1,1
28630,"Johannes Brahms', 'Yehudi Menuhin', 'Wilhelm Furtwängler', 'Lucerne Festival Orchestra",1,1
28631,"Johannes Brahms', 'Yaara Tal', 'Andreas Groethuysen",1,1
28632,"Johannes Brahms', 'William Kapell",1,2
28633,"Johannes Brahms', 'William Kapell', 'William Primrose",1,7
28634,"Johannes Brahms', 'Wilhelm Stross', 'Elly Ney', 'Ludwig Hoelscher",1,4
28635,"Johannes Brahms', 'Wilhelm Furtwängler', 'Wiener Philharmoniker",1,6
28636,"Johannes Brahms', 'Wilhelm Backhaus', 'Wiener Philharmoniker', 'Carl Schuricht",1,1
28637,"Johannes Brahms', 'Wiener Philharmoniker', 'Claudio Abbado",1,3
28638,"Johannes Brahms', 'Wiener Philharmoniker', 'Carlos Kleiber",1,2
28639,"Johannes Brahms', 'Vladimir Horowitz",1,2
28640,"Johannes Brahms', 'Van Cliburn",1,1
28641,"Johannes Brahms', 'Tal & Groethuysen",1,1
28642,"Johannes Brahms', 'Sir John Barbirolli', 'New York Philharmonic",1,4
28643,"Johannes Brahms', 'Sir Clifford Curzon', 'Concertgebouworkest', 'Eduard van Beinum",1,1
28644,"Johannes Brahms', 'Rudolf Serkin",1,1
28645,"Johannes Brahms', 'Rudolf Serkin', 'Fritz Reiner', 'Pittsburgh Symphony Orchestra",1,3
28646,"Johannes Brahms', 'Quartet Melos",1,1
28647,"Johannes Brahms', 'Philippe Entremont",1,1
28648,"Johannes Brahms', 'Oscar Levant",1,2
28649,"Johannes Brahms', 'Nikolaus Harnoncourt', 'Wiener Philharmoniker",1,2
28650,"Johannes Ockeghem', 'Ensemble Musica Nova",1,1
28651,"John Abercrombie', 'Dave Holland', 'Jack DeJohnette",1,1
28652,"Johannes Brahms', 'Mischa Maisky', 'Pavel Gililov",1,1
28653,"John Abercrombie', 'Jan Hammer', 'Jack DeJohnette",1,1
28654,John Cruz,1,2
28655,"John Coltrane', 'Red Garland', 'Paul Chambers', 'Art Taylor",1,5
28656,"John Coltrane', 'Red Garland Trio",1,1
28657,"John Coltrane', 'Paul Quinichette",1,3
28658,John Coloff,1,1
28659,John Ciardi,1,1
28660,John Chiecsek,1,1
28661,"John Carpenter', 'Alan Howarth",1,1
28662,John Cameron,1,2
28663,"John Cage', 'Maro Ajemian",1,10
28664,"John Cage', 'Alexei Lubimov",1,1
28665,John C. Reilly,1,1
28666,"John Bread', 'Bob Mc Katy",1,3
28667,"John Barry', 'Mormon Tabernacle Choir', 'Arthur Harris', 'Columbia Symphony Orchestra",1,1
28668,"John Barry', 'Ferrante & Teicher",1,1
28669,John Barry Orchestra,1,1
28670,John Baldry,1,1
28671,"John Bacchus Dykes', 'Mormon Tabernacle Choir', 'Richard P. Condie', 'Alexander Schreiner', 'The Philadelphia Brass Ensemble & Percussion",1,2
28672,"John Bacchus Dykes', 'Frank Asper', 'Mormon Tabernacle Choir', 'Richard P. Condie', 'Alexander Schreiner",1,1
28673,"John Askew', 'Sean Tyas",1,1
28674,"John Askew', 'Peetu S",1,1
28675,"John Askew', 'Matt Hardwick",1,1
28676,"John Askew', 'Haris C",1,1
28677,"John Askew', 'Activa",1,1
28678,"John Askew', ""John O'Callaghan""",1,1
28679,John Archambault and David Plummer,1,1
28680,John Adams,1,1
28681,"Johannes Brahms', 'Murray Perahia', 'Sir Georg Solti",1,1
28682,"Johannes Brahms', 'Michael Tilson Thomas', 'London Symphony Orchestra",1,1
28683,"Johann Strauss II', 'Hilde Gueden', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28684,"Johannes Brahms', 'Bruno Walter', 'Columbia Symphony Orchestra",1,8
28685,"Johannes Brahms', 'Berliner Philharmoniker', 'Herbert von Karajan",1,1
28686,"Johannes Brahms', 'Arthur Rubinstein', 'Jascha Heifetz', 'Emanuel Feuermann",1,4
28687,"Johannes Brahms', 'Arthur Rubinstein', 'Erich Leinsdorf', 'Michael O. Drexler",1,1
28688,"Johannes Brahms', 'Arthur Rubinstein', 'Charles Münch",1,1
28689,"Johann Strauss II', 'Wilma Lipp', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28690,"Johann Strauss II', 'Willi Boskovsky', 'Wiener Johann Strauss Orchester",1,1
28691,"Johann Strauss II', 'Wiener Philharmoniker', 'Clemens Krauss",1,6
28692,"Johann Strauss II', 'Walther Ludwig', 'Chor Der Staatsoper Berlin', 'Staatskapelle Berlin', 'Gerhard Steeger",1,1
28693,"Johann Strauss II', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28694,"Johann Strauss II', 'Staatskapelle Dresden', 'Christian Thielemann",1,1
28695,"Johann Strauss II', 'Sieglinde Wagner', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28696,"Johann Strauss II', 'Nikolaus Harnoncourt', 'Wiener Philharmoniker",1,13
28697,"Johann Strauss II', 'Melbourne Symphony Orchestra', 'Oleg Caetani",1,1
28698,"Johann Strauss II', 'Margret Pfahl', 'Waldemar Henke', 'Willi Domgraf-Fassbaender', 'Staatskapelle Berlin', 'Hermann Weigert",1,1
28699,"Johann Strauss II', 'Margret Pfahl', 'Waldemar Henke', 'Staatskapelle Berlin', 'Hermann Weigert",1,1
28700,"Johann Strauss II', 'Margret Pfahl', 'Waldemar Henke', 'Franz Völker', 'Staatskapelle Berlin', 'Hermann Weigert",1,1
28701,"Johann Strauss II', 'Margret Pfahl', 'Franz Völker', 'Leonard Kern', 'Staatskapelle Berlin', 'Hermann Weigert",1,1
28702,"Johann Strauss II', 'Margret Pfahl', 'Adele Kern', 'Waldemar Henke', 'Willi Domgraf-Fassbaender', 'Staatskapelle Berlin', 'Hermann Weigert",1,1
28703,"Johann Strauss II', 'Lorin Maazel', 'Wiener Philharmoniker",1,14
28704,"Johann Strauss II', 'Kiri Te Kanawa', 'Mormon Tabernacle Choir', 'Utah Symphony Orchestra', 'Julius Rudel",1,1
28705,"Johann Strauss II', 'Karl Böhm', 'Staatskapelle Dresden",1,3
28706,"Johann Strauss II', 'Julius Patzak', 'Karl Dönch', 'Emmy Loose', 'Stefii Leverenz', 'Kurt Preger', 'Alfred Poell', 'Hilde Zadek', 'Rosette Anday', 'August Jaresch', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28707,"Johann Strauss II', 'Julius Patzak', 'Hilde Zadek', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28708,"Johann Strauss II', 'Julius Patzak', 'Hilde Gueden', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28709,"Johann Strauss II', 'Julius Patzak', 'Hilde Gueden', 'Alfred Poell', 'Wilma Lipp', 'Sieglinde Wagner', 'Kurt Preger', 'Anton Dermota', 'August Jaresch', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
28710,"Johann Strauss II', 'Josef Strauss', 'Mariss Jansons', 'Wiener Philharmoniker",1,2
28711,"Johann Strauss II', 'Josef Strauss', 'Lorin Maazel', 'Wiener Philharmoniker",1,1
28712,"Johannes Brahms', 'Bruno Walter', 'Columbia Symphony Orchestra', 'New York Philharmonic",1,1
28713,"Johannes Brahms', 'Budapest Festival Orchestra', 'Iván Fischer",1,1
28714,"Johannes Brahms', 'Lorenzo Soulès', 'John Axelrod', ""L'Orchestre de la Suisse Romande""",1,1
28715,"Johannes Brahms', 'Elisabeth Schwarzkopf', 'Dietrich Fischer-Dieskau', 'The Philharmonia Chorus', 'Philharmonia Orchestra', 'Ralph Downes', 'Reinhold Schmid', 'Otto Klemperer",1,1
28716,"Johannes Brahms', 'London Philharmonic Orchestra",1,4
28717,"Johannes Brahms', 'Leon Fleisher",1,1
28718,"Johannes Brahms', 'Karl Böhm', 'Staatskapelle Dresden",1,13
28719,"Johannes Brahms', 'Joseph Szigeti",1,2
28720,"Johannes Brahms', 'Johanna Martzy', 'Jean Antonietti",1,1
28721,"Johannes Brahms', 'Jascha Heifetz",1,5
28722,"Johannes Brahms', 'Jascha Heifetz', 'Serge Koussevitzky",1,3
28723,"Johannes Brahms', 'Jascha Heifetz', 'New York Philharmonic', 'Arturo Toscanini",1,2
28724,"Johannes Brahms', 'Jascha Heifetz', 'Concert Hall Symphony Orchestra', 'Unknown Artist', 'Erich Kleiber",1,1
28725,"Johannes Brahms', 'Jascha Heifetz', 'Bell Telephone Hour Orchestra', 'Donald Voorhees",1,1
28726,"Johannes Brahms', 'Jascha Heifetz', 'Arturo Toscanini', 'New York Philharmonic",1,3
28727,"Johannes Brahms', 'Jascha Heifetz', 'Alfred Wallenstein', 'Los Angeles Philharmonic",1,1
28728,"Johannes Brahms', 'Isaac Stern', 'Milton Katims', 'Columbia Symphony Orchestra",1,1
28729,"Johannes Brahms', 'Isaac Stern', 'Jaime Laredo', 'Yo-Yo Ma', 'Emanuel Ax",1,1
28730,"Johannes Brahms', 'Isaac Stern', 'Bruno Walter', 'New York Philharmonic",1,3
28731,"Johannes Brahms', 'Isaac Stern', 'Alexander Schneider', 'Milton Katims', 'Milton Thomas', 'Pablo Casals', 'Madeline Foley",1,2
28732,"Johannes Brahms', 'Irmgard Seefried', 'Erik Werba",1,5
28733,"Johannes Brahms', 'Idil Biret",1,1
28734,"Johannes Brahms', 'Herbert von Karajan', 'Philharmonia Orchestra",1,2
28735,"Johannes Brahms', 'Guido Cantelli', 'Philharmonia Orchestra",1,2
28736,"Johannes Brahms', 'Gregor Piatigorsky', 'Alfred Wallenstein",1,3
28737,"Johannes Brahms', 'Glenn Gould",1,15
28738,"Johannes Brahms', 'Gary Graffman', 'Charles Münch",1,2
28739,"Johannes Brahms', 'Fritz Reiner",1,1
28740,"Johannes Brahms', 'Fritz Reiner', 'Pittsburgh Symphony Orchestra",1,4
28741,"Johannes Brahms', 'Eugene Ormandy', 'Philadelphia Orchestra', 'Michael O. Drexler",1,2
28742,"Johannes Brahms', 'Eugene Istomin",1,30
28743,"Jonathan Tan Teck Meng', 'Roslinda Baharudin', 'Robert Fernando', 'Anne Weerapass",1,1
28744,Jone Cacciagli Con Orchestra Carlo Zeme,1,1
28745,Kaad,1,1
28746,"Julio Iglesias', 'Willie Nelson",1,1
28747,"June Christy', 'Stan Kenton",1,4
28748,"June Christy', 'Bob Cooper",1,1
28749,June Carter Cash,1,18
28750,"June Carter Cash', 'Jerry Hensley",1,1
28751,Jumpz,1,1
28752,"Jump, Little Children",1,1
28753,Jumbo,1,1
28754,"Julius Papp', 'Gina Gee",1,7
28755,Julius LaRosa,1,5
28756,Julissa,1,1
28757,Julio Miranda,1,1
28758,Julio Melgar,1,1
28759,Julio Martinez Oyanguren,1,2
28760,"Julio Iglesias', 'Stevie Wonder",1,1
28761,Joni Haastrup,1,1
28762,"Julio Iglesias', 'Paul Anka",1,1
28763,Juliette Gréco,1,2
28764,"Julieta Venegas', 'Ana Tijoux",1,1
28765,Juliet,1,1
28766,"Julie and the Phantoms Cast', 'Charlie Gillespie",1,1
28767,"Julie Walters', 'Stellan Skarsgård",1,1
28768,Julie Sue,1,1
28769,"Julie Sue', '虞戡平",1,1
28770,"Julie Sue', 'Chi Tian Zhe Ye', 'chang Yong Fu",1,1
28771,Julie Roberts,1,1
28772,"Julie London', 'Robert Norberg",1,1
28773,"Julie London', 'Bud Shank Quintet",1,1
28774,Julie Fowlis,1,2
28775,"June Christy', 'The Kentones",1,1
28776,June Hutton,1,1
28777,Jungheim,1,2
28778,Jungle,1,1
28779,Justice,1,3
28780,"Justice', 'Simian",1,1
28781,Justice & Jarvis,1,1
28782,Just-Ice,1,1
28783,Just,1,1
28784,"Just Mayhem', 'Swicked",1,1
28785,Just D,1,1
28786,"Just A Gent', 'NGHTMRE",1,1
28787,"Jurgen Vries', 'Binary Finary",1,1
28788,"Jurassic 5', 'Percy P', 'Big Daddy Kane",1,1
28789,"Jurassic 5', 'Nelly Furtado",1,1
28790,Jupiter Coyote,1,1
28791,"Jupitar', 'Patoranking",1,1
28792,Junkyard,1,1
28793,Junkies,1,1
28794,Junkie Ravher,1,1
28795,JuniorDaWeirdo,1,2
28796,"Junior Wells', 'Earl Hooker",1,3
28797,"Junior Wells', 'Buddy Guy",1,1
28798,Junior Senior,1,1
28799,Junior Parker,1,2
28800,Junior Murvin,1,2
28801,Junior M.A.F.I.A.,1,3
28802,"Junior Jack', 'Tube & Berger",1,1
28803,"Junior H', 'Natanael Cano",1,1
28804,Junior English,1,1
28805,Junior Byles,1,2
28806,"Julie Dawn Cole', 'Oompa Loompa Cast",1,1
28807,Julie Brown,1,1
28808,"Julie Andrews', 'Victor / Victoria Company",1,1
28809,"Jules Massenet', 'Mischa Maisky', 'Pavel Gililov",1,1
28810,"Jules Massenet', 'James Galway', 'David Measham', 'National Philharmonic Orchestra",1,1
28811,"Jules Massenet', 'Eugene Ormandy",1,1
28812,"Jules Massenet', 'Bidu Sayão', 'Pietro Cimara', 'Metropolitan Opera Orchestra",1,1
28813,"Jules Massenet', 'Bidu Sayão', 'Eric Leinsdorf', 'Columbia Symphony Orchestra",1,1
28814,"Jules Massenet', 'Arturo Toscanini",1,1
28815,"Jules Massenet', 'Anne Akiko Meyers', 'Andrew Litton",1,1
28816,"Jules Ah See', 'David Napihi Burrows', 'M.K. Moke', 'Annie Kerr', 'Mike Hanapi', 'Sol Hoopii', 'Steppy De Rego', 'Walter Wailehua', 'Tau Moe', 'Benny Rogers', '1920s to 1950s Acoustic & Electric', 'Nominee Anthology of the Year 2000",1,4
28817,Jule Styne,1,3
28818,"Jule Styne', 'Sandra Church', 'Milton Rosenstock",1,1
28819,"Jule Styne', 'Sandra Church', 'Lane Bradbury', 'Milton Rosenstock",1,1
28820,"Jule Styne', 'Leslie Uggams', 'Buster Davis",1,1
28821,"Jule Styne', 'Jack Klugman', 'Ethel Merman', 'Milton Rosenstock",1,1
28822,"Jule Styne', 'Honi Coles', 'Cholly Atkins', 'Gentlemen Prefer Blondes Ensemble', 'Milton Rosenstock",1,1
28823,"Jule Styne', 'Gypsy Orchestra', 'Milton Rosenstock",1,1
28824,"Jule Styne', 'Gentlemen Prefer Blondes Orchestra', 'Milton Rosenstock",1,1
28825,"Jule Styne', 'Faith Dane', 'Chotzi Foley', 'Maria Karnilova', 'Milton Rosenstock",1,1
28826,"Jule Styne', 'Ethel Merman', 'Stephen Sondheim', 'Milton Rosenstock",1,1
28827,"Jule Styne', 'Ethel Merman', 'Milton Rosenstock",1,2
28828,"Jule Styne', 'Ethel Merman', 'Jack Klugman', 'Sandra Church', 'Milton Rosenstock",1,1
28829,"Jule Styne', 'Ethel Merman', 'Jack Klugman', 'Milton Rosenstock",1,1
28830,"Jule Styne', 'Carol Channing', 'Milton Rosenstock",1,1
28831,Juicy Trax,1,1
28832,"Juicy J', 'Wiz Khalifa",1,1
28833,"Juicy J', 'Wiz Khalifa', 'Ty Dolla $ign', 'Kill The Noise', 'Madsonik",1,1
28834,"Juicy J', 'Wale', 'Trey Songz",1,1
28835,"Juicy J', 'The Weeknd",1,1
28836,"Juicy J', 'Lil Wayne', '2 Chainz",1,1
28837,"Jules Massenet', 'Julian Lloyd Webber', 'Royal Philharmonic Orchestra', 'James Judd",1,1
28838,"Jules Massenet', 'Nicola Benedetti', 'London Symphony Orchestra', 'Daniel Harding",1,1
28839,"Julie Andrews', 'Reid Shelton', 'Glenn Kezer', 'James Morris', 'Herb Surface', 'My Fair Lady Ensemble",1,2
28840,"Jules Massenet', 'Richard Tucker Tenor', 'Pierre Dervaux [Conductor]",1,1
28841,"Julie Andrews', 'Raven-Symon¿",1,1
28842,"Julie Andrews', 'Philippa Bevans', 'Rosemary Gaines', ""Colleen O'Connor"", 'Muriel Shaw', 'Gloria van Dorpe",1,2
28843,"Julie Andrews', 'Jon Cypher",1,1
28844,"Julie Andrews', 'John Michael King",1,1
28845,"Julie Andrews', 'Edith Adams",1,1
28846,"Julie Andrews', 'Disney Studio Chorus",1,1
28847,"Julie Andrews', 'Charmian Carr",1,1
28848,"Julie Andrews', 'Carol Burnett",1,1
28849,Juliane Werding,1,1
28850,Juliana Larson,1,1
28851,Julian Whiterose,1,1
28852,"Julian The Angel', 'Dario Nunez",1,1
28853,Julian Poker,1,1
28854,Julian Lennon,1,2
28855,"Julian Gray', 'Zashanell",1,1
28856,"Julian Ganzer', 'Sebastian Plössner",1,1
28857,"Julian Dash', 'Jay McShann', 'Eugene Ramey', 'Gus Johnson, Jr.', 'Buddy Tate",1,1
28858,Julian Casablancas,1,2
28859,"Julia Michaels', 'Niall Horan",1,1
28860,Julia Lee & Her Boyfriends,1,5
28861,Julia Fordham,1,1
28862,Julia Deal,1,2
28863,"Jules Rubin', 'Jean Moscopol",1,1
28864,"Jules Massenet', 'Vicente Gomez', 'Guillermo Gomez",1,1
28865,"Jules Massenet', 'Teiko Maehashi', 'Kazuhiro Koizumi', 'Tokyo Metropolitan Symphony Orchestra",1,1
28866,"Jules Massenet', 'Richard Tucker', 'Pierre Dervaux",1,3
28867,"Jules Massenet', 'Richard Tucker', 'Fausto Cleva",1,1
28868,"Justin Bieber', 'Boyz II Men",1,1
28869,"Justin Bieber', 'Busta Rhymes",1,1
28870,"Justin Bieber', 'Halsey",1,1
28871,"KAROL G', 'Nicki Minaj",1,1
28872,"KAROL G', 'J Balvin', 'Nicky Jam",1,3
28873,"KAROL G', 'Cosculluela",1,2
28874,"KAROL G', 'Bad Bunny",1,4
28875,"KAROL G', 'Anuel AA",1,4
28876,KALEO,1,4
28877,KAI,1,1
28878,K90,1,1
28879,K7,1,2
28880,K120,1,2
28881,"K/DA', 'Madison Beer', 'Kim Petras', 'League of Legends",1,1
28882,"K/DA', 'Madison Beer', '(G)I-DLE', 'Lexie Liu', 'Jaira Burns', 'Seraphine', 'League of Legends",1,1
28883,"K/DA', 'Madison Beer', '(G)I-DLE', 'Jaira Burns', 'League of Legends",1,1
28884,"K/DA', '(G)I-DLE', 'Wolftyla', 'Bea Miller', 'League of Legends",1,1
28885,K.S Makhan,1,1
28886,K.P. & Envyi,1,1
28887,K.Flay,1,2
28888,K.C. Douglas,1,5
28889,"K. V. Janaki', 'P. Leela",1,1
28890,K. Sarangkapani,1,1
28891,K. S. Ragi,1,1
28892,K. S. Chithra,1,1
28893,"K. S. Chithra', 'Srinivas",1,1
28894,"K. S. Chithra', 'K. J. Yesudas",1,1
28895,"K. Roukounas', 'Klarino G. Anestopoulos', 'Klarino KOstas Giaouzos', 'Klarinos Nikos Karakostas",1,1
28896,K. Rani,1,1
28897,"K. Rani', 'Raavu Balasaraswathi",1,1
28898,K. Narayan Rao,1,1
28899,"KAROL G', 'Maluma",1,1
28900,"KAROL G', 'Ozuna",1,8
28901,K. Frimpong,1,1
28902,"KAROL G', 'Shaggy', 'El Capitaan', 'Sekuence",1,1
28903,Ka Koula,1,2
28904,KYLE,1,1
28905,"KYLE', 'Kehlani",1,1
28906,"KYLE', 'K CAMP', 'Rich The Kid",1,1
28907,"KU BO', 'Tshila', 'Batida",1,1
28908,KT Tunstall,1,2
28909,KRV,1,1
28910,KONGOS,1,1
28911,KOLDMusic,1,2
28912,KMD,1,10
28913,"KMD', 'Brand Nubian",1,1
28914,KLIMT WESTWOOD,1,1
28915,KING & QUEEN,1,1
28916,KIDS SEE GHOSTS,1,2
28917,"KIDS SEE GHOSTS', 'Pusha T",1,1
28918,"KIDS SEE GHOSTS', 'Louis Prima",1,1
28919,KHP Kridhamardawa Karaton Ngayogyakarta Hadiningrat,1,21
28920,"KHEA', 'Bad Bunny', 'Duki', 'Cazzu",1,1
28921,KERRAR,1,1
28922,KELTEK,1,1
28923,KBD,1,1
28924,"KB', 'Lecrae",1,1
28925,"KAYTRANADA', 'Syd",1,1
28926,"KAYTRANADA', 'Kali Uchis",1,1
28927,"KAYTRANADA', 'Anderson .Paak",1,1
28928,"KATZIGHS', 'Leti Metcalfe",1,1
28929,"KAROL G', 'Yandel",1,1
28930,K. Michelle,1,1
28931,"K. C. Varma', 'S. Newrekar",1,2
28932,"Justin Bieber', 'Jaden",1,1
28933,"Juventa', 'Kelly Sweet",1,1
28934,Jutta Hipp,1,2
28935,"Jutta Hipp', 'Zoot Sims",1,8
